filepath,label,split
ewaste-dataset\train\Television\Television_216.jpg,Television,train
ewaste-dataset\train\Television\Television_217.jpg,Television,train
ewaste-dataset\train\Television\Television_218.jpg,Television,train
ewaste-dataset\train\Television\Television_219.jpg,Television,train
ewaste-dataset\train\Television\Television_220.jpg,Television,train
ewaste-dataset\train\Television\Television_221.jpg,Television,train
ewaste-dataset\train\Television\Television_222.jpg,Television,train
ewaste-dataset\train\Television\Television_223.jpg,Television,train
ewaste-dataset\train\Television\Television_225.jpg,Television,train
ewaste-dataset\train\Television\Television_227.jpg,Television,train
ewaste-dataset\train\Television\Television_228.jpg,Television,train
ewaste-dataset\train\Television\Television_230.jpg,Television,train
ewaste-dataset\train\Television\Television_231.jpg,Television,train
ewaste-dataset\train\Television\Television_232.jpg,Television,train
ewaste-dataset\train\Television\Television_233.jpg,Television,train
ewaste-dataset\train\Television\Television_234.jpg,Television,train
ewaste-dataset\train\Television\Television_235.jpg,Television,train
ewaste-dataset\train\Television\Television_236.jpg,Television,train
ewaste-dataset\train\Television\Television_237.jpg,Television,train
ewaste-dataset\train\Television\Television_238.jpg,Television,train
ewaste-dataset\train\Television\Television_240.jpg,Television,train
ewaste-dataset\train\Television\Television_243.jpg,Television,train
ewaste-dataset\train\Television\Television_244.jpg,Television,train
ewaste-dataset\train\Television\Television_245.jpg,Television,train
ewaste-dataset\train\Television\Television_246.jpg,Television,train
ewaste-dataset\train\Television\Television_248.jpg,Television,train
ewaste-dataset\train\Television\Television_249.jpg,Television,train
ewaste-dataset\train\Television\Television_250.jpg,Television,train
ewaste-dataset\train\Television\Television_252.jpg,Television,train
ewaste-dataset\train\Television\Television_253.jpg,Television,train
ewaste-dataset\train\Television\Television_254.jpg,Television,train
ewaste-dataset\train\Television\Television_255.jpg,Television,train
ewaste-dataset\train\Television\Television_256.jpg,Television,train
ewaste-dataset\train\Television\Television_257.jpg,Television,train
ewaste-dataset\train\Television\Television_258.jpg,Television,train
ewaste-dataset\train\Television\Television_26.jpg,Television,train
ewaste-dataset\train\Television\Television_261.jpg,Television,train
ewaste-dataset\train\Television\Television_262.jpg,Television,train
ewaste-dataset\train\Television\Television_263.jpg,Television,train
ewaste-dataset\train\Television\Television_268.jpg,Television,train
ewaste-dataset\train\Television\Television_269.jpg,Television,train
ewaste-dataset\train\Television\Television_27.jpg,Television,train
ewaste-dataset\train\Television\Television_270.jpg,Television,train
ewaste-dataset\train\Television\Television_271.jpg,Television,train
ewaste-dataset\train\Television\Television_272.jpg,Television,train
ewaste-dataset\train\Television\Television_273.jpg,Television,train
ewaste-dataset\train\Television\Television_274.jpg,Television,train
ewaste-dataset\train\Television\Television_276.jpg,Television,train
ewaste-dataset\train\Television\Television_278.jpg,Television,train
ewaste-dataset\train\Television\Television_281.jpg,Television,train
ewaste-dataset\train\Television\Television_283.jpg,Television,train
ewaste-dataset\train\Television\Television_285.jpg,Television,train
ewaste-dataset\train\Television\Television_287.jpg,Television,train
ewaste-dataset\train\Television\Television_288.jpg,Television,train
ewaste-dataset\train\Television\Television_289.jpg,Television,train
ewaste-dataset\train\Television\Television_290.jpg,Television,train
ewaste-dataset\train\Television\Television_291.jpg,Television,train
ewaste-dataset\train\Television\Television_292.jpg,Television,train
ewaste-dataset\train\Television\Television_293.jpg,Television,train
ewaste-dataset\train\Television\Television_295.jpg,Television,train
ewaste-dataset\train\Television\Television_298.jpg,Television,train
ewaste-dataset\train\Television\Television_3.jpg,Television,train
ewaste-dataset\train\Television\Television_35.jpg,Television,train
ewaste-dataset\train\Television\Television_38.jpg,Television,train
ewaste-dataset\train\Television\Television_42.jpg,Television,train
ewaste-dataset\train\Television\Television_44.jpg,Television,train
ewaste-dataset\train\Television\Television_46.jpg,Television,train
ewaste-dataset\train\Television\Television_5.jpg,Television,train
ewaste-dataset\train\Television\Television_51.jpg,Television,train
ewaste-dataset\train\Television\Television_54.jpg,Television,train
ewaste-dataset\train\Television\Television_56.jpg,Television,train
ewaste-dataset\train\Television\Television_57.jpg,Television,train
ewaste-dataset\train\Television\Television_6.jpg,Television,train
ewaste-dataset\train\Television\Television_64.jpg,Television,train
ewaste-dataset\train\Television\Television_69.jpg,Television,train
ewaste-dataset\train\Television\Television_74.jpg,Television,train
ewaste-dataset\train\Television\Television_77.jpg,Television,train
ewaste-dataset\train\Television\Television_79.jpg,Television,train
ewaste-dataset\train\Television\Television_81.jpg,Television,train
ewaste-dataset\train\Television\Television_84.jpg,Television,train
ewaste-dataset\train\Television\Television_85.jpg,Television,train
ewaste-dataset\train\Television\Television_89.jpg,Television,train
ewaste-dataset\train\Television\Television_90.jpg,Television,train
ewaste-dataset\train\Television\Television_91.jpg,Television,train
ewaste-dataset\train\Television\Television_93.jpg,Television,train
ewaste-dataset\train\Television\Television_94.jpg,Television,train
ewaste-dataset\train\Television\Television_96.jpg,Television,train
ewaste-dataset\train\Television\Television_97.jpg,Television,train
ewaste-dataset\train\Television\Television_98.jpg,Television,train
ewaste-dataset\train\Washing Machine\aug_10011_Washing_Machine_87.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_10126_Washing_Machine_185.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_10149_aug_42975_Washing_Machine_166.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_10353_Washing_Machine_269.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_10463_aug_13969_Washing_Machine_107.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_10479_Washing_Machine_141.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_10580_Washing_Machine_228.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_10823_aug_56561_Washing_Machine_131.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_10884_Washing_Machine_194.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_10912_aug_25820_Washing_Machine_179.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_11816_aug_78654_Washing_Machine_179.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_11849_Washing_Machine_21.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_12148_aug_19402_Washing_Machine_180.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_12214_aug_32773_Washing_Machine_167.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_12327_aug_61386_Washing_Machine_183.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_12330_Washing_Machine_262.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_12461_Washing_Machine_94.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_12639_aug_30095_Washing_Machine_74.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_13112_Washing_Machine_271.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_13428_aug_32646_Washing_Machine_168.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_13684_aug_68439_Washing_Machine_252.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_13715_aug_41191_Washing_Machine_153.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_13969_Washing_Machine_107.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_13972_aug_71593_Washing_Machine_20.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_14115_Washing_Machine_139.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_14257_aug_67629_Washing_Machine_240.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_14297_aug_70862_Washing_Machine_180.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_14467_aug_55351_Washing_Machine_186.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_14491_aug_46615_Washing_Machine_225.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_14515_Washing_Machine_96.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_14622_Washing_Machine_268.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_14767_aug_46615_Washing_Machine_225.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_14774_Washing_Machine_109.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_14909_Washing_Machine_124.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_14975_Washing_Machine_235.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_15120_aug_94131_Washing_Machine_86.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_15315_Washing_Machine_235.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_15487_Washing_Machine_228.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_15523_Washing_Machine_227.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_17639_aug_66356_Washing_Machine_276.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_17731_aug_22526_Washing_Machine_117.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_18118_aug_41944_Washing_Machine_121.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_18121_aug_62373_Washing_Machine_74.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_18213_Washing_Machine_235.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_18460_Washing_Machine_237.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_18486_aug_95329_Washing_Machine_113.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_19048_Washing_Machine_240.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_19402_Washing_Machine_180.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_19630_aug_81458_Washing_Machine_110.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_19881_Washing_Machine_74.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_20361_Washing_Machine_69.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_20404_Washing_Machine_33.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_20620_Washing_Machine_101.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_21647_Washing_Machine_74.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_21662_Washing_Machine_238.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_21893_aug_50957_Washing_Machine_283.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_21976_aug_45226_Washing_Machine_291.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_22207_aug_14622_Washing_Machine_268.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_22405_Washing_Machine_134.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_22516_Washing_Machine_26.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_22526_Washing_Machine_117.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_22553_aug_30095_Washing_Machine_74.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_22630_Washing_Machine_107.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_22739_Washing_Machine_234.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_22862_aug_48596_Washing_Machine_26.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_22998_Washing_Machine_232.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_23074_aug_48596_Washing_Machine_26.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_23115_aug_86792_Washing_Machine_253.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_23136_aug_77258_Washing_Machine_81.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_23316_aug_87097_Washing_Machine_49.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_23462_Washing_Machine_86.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_23564_aug_31749_Washing_Machine_89.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_23822_aug_13112_Washing_Machine_271.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_24087_aug_47110_Washing_Machine_135.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_24106_Washing_Machine_20.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_24112_Washing_Machine_63.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_24360_aug_73313_Washing_Machine_283.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_24937_Washing_Machine_205.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_25002_aug_99028_Washing_Machine_197.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_25101_Washing_Machine_15.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_25176_Washing_Machine_287.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_25820_Washing_Machine_179.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_25831_Washing_Machine_151.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_26070_Washing_Machine_276.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_26206_Washing_Machine_269.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_26252_Washing_Machine_243.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_26319_Washing_Machine_56.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_26497_aug_96171_Washing_Machine_194.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_27477_Washing_Machine_11.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_27643_aug_67629_Washing_Machine_240.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_27837_Washing_Machine_232.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_28033_Washing_Machine_272.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_28155_aug_14975_Washing_Machine_235.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_28180_Washing_Machine_127.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_28334_aug_48740_Washing_Machine_254.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_28775_Washing_Machine_269.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_29127_Washing_Machine_0.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_29183_Washing_Machine_290.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_29651_Washing_Machine_283.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_29846_Washing_Machine_120.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_29872_Washing_Machine_142.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_30017_Washing_Machine_187.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_30077_Washing_Machine_3.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_30095_Washing_Machine_74.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_30446_Washing_Machine_69.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_30532_aug_63441_Washing_Machine_104.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_30554_Washing_Machine_258.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_30712_aug_42975_Washing_Machine_166.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_31029_Washing_Machine_289.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_31449_Washing_Machine_185.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_31546_Washing_Machine_113.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_31749_Washing_Machine_89.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_32085_Washing_Machine_17.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_32115_aug_94069_Washing_Machine_182.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_32250_aug_44439_Washing_Machine_81.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_32336_aug_42975_Washing_Machine_166.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_32366_aug_14515_Washing_Machine_96.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_32392_Washing_Machine_58.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_32512_aug_52895_Washing_Machine_185.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_32646_Washing_Machine_168.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_32723_aug_19048_Washing_Machine_240.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_32741_Washing_Machine_15.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_32773_Washing_Machine_167.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_33773_aug_82205_Washing_Machine_57.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_33864_aug_13112_Washing_Machine_271.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_34190_aug_63441_Washing_Machine_104.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_34228_Washing_Machine_98.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_34235_Washing_Machine_113.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_34252_Washing_Machine_107.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_35371_aug_42447_Washing_Machine_32.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_35549_Washing_Machine_55.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_36173_Washing_Machine_170.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_36308_aug_82605_Washing_Machine_6.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_36673_Washing_Machine_27.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_36987_aug_88944_Washing_Machine_39.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_37176_Washing_Machine_161.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_37189_Washing_Machine_20.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_37258_Washing_Machine_127.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_37684_Washing_Machine_216.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_37797_Washing_Machine_107.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_38163_Washing_Machine_141.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_38284_aug_58937_Washing_Machine_126.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_38289_aug_28180_Washing_Machine_127.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_38540_Washing_Machine_38.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_38583_aug_80097_Washing_Machine_173.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_38734_Washing_Machine_134.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_38838_aug_89724_Washing_Machine_145.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_38903_aug_57556_Washing_Machine_113.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_39188_aug_89225_Washing_Machine_72.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_39303_aug_62373_Washing_Machine_74.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_39576_Washing_Machine_109.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_39751_aug_97586_Washing_Machine_44.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_39836_aug_97500_Washing_Machine_236.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_40081_aug_60236_Washing_Machine_46.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_40554_Washing_Machine_185.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_40710_aug_56011_Washing_Machine_9.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_40860_aug_60776_Washing_Machine_171.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_40945_Washing_Machine_126.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_40969_Washing_Machine_151.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_41137_aug_68439_Washing_Machine_252.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_41139_Washing_Machine_137.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_41191_Washing_Machine_153.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_41342_Washing_Machine_176.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_41617_aug_47986_Washing_Machine_1.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_41635_Washing_Machine_100.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_41944_Washing_Machine_121.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_42394_aug_44103_Washing_Machine_109.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_42447_Washing_Machine_32.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_42652_Washing_Machine_188.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_42805_aug_48655_Washing_Machine_185.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_42975_Washing_Machine_166.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_43003_aug_81262_Washing_Machine_219.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_43066_Washing_Machine_201.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_43311_Washing_Machine_0.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_43395_aug_73042_Washing_Machine_200.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_43573_aug_36173_Washing_Machine_170.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_44096_Washing_Machine_52.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_44103_Washing_Machine_109.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_44439_Washing_Machine_81.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_44715_Washing_Machine_230.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_45033_Washing_Machine_161.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_45226_Washing_Machine_291.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_45405_aug_28180_Washing_Machine_127.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_45430_aug_95209_Washing_Machine_220.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_45716_aug_85667_Washing_Machine_144.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_45987_aug_24112_Washing_Machine_63.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_46007_Washing_Machine_209.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_46115_aug_95329_Washing_Machine_113.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_46464_Washing_Machine_124.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_46597_aug_73451_Washing_Machine_44.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_46610_Washing_Machine_26.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_46615_Washing_Machine_225.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_46726_aug_79863_Washing_Machine_142.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_46835_Washing_Machine_5.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_46976_Washing_Machine_154.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_47110_Washing_Machine_135.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_47125_Washing_Machine_297.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_47445_Washing_Machine_70.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_47757_aug_72963_Washing_Machine_111.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_47986_Washing_Machine_1.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_48213_Washing_Machine_78.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_48404_aug_37258_Washing_Machine_127.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_48596_Washing_Machine_26.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_48655_Washing_Machine_185.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_48740_Washing_Machine_254.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_48743_Washing_Machine_213.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_48894_Washing_Machine_93.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_48943_aug_48740_Washing_Machine_254.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_49361_aug_97586_Washing_Machine_44.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_49464_Washing_Machine_159.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_49497_Washing_Machine_41.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_50056_aug_80462_Washing_Machine_70.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_50096_aug_14975_Washing_Machine_235.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_50412_Washing_Machine_257.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_50957_Washing_Machine_283.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_50969_aug_82205_Washing_Machine_57.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_51154_aug_56011_Washing_Machine_9.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_51279_Washing_Machine_90.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_51373_Washing_Machine_72.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_52197_aug_51279_Washing_Machine_90.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_52227_Washing_Machine_64.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_52536_aug_76543_Washing_Machine_203.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_52895_Washing_Machine_185.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_52935_aug_19402_Washing_Machine_180.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_53246_Washing_Machine_21.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_53279_aug_15523_Washing_Machine_227.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_53474_Washing_Machine_114.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_53618_Washing_Machine_255.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_53894_Washing_Machine_127.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_54002_Washing_Machine_20.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_54453_Washing_Machine_248.jpg,Washing Machine,train
ewaste-dataset\train\Washing Machine\aug_54848_Washing_Machine_42.jpg,Washing Machine,train
